block_id,sampled_before_constraints_mean,after_projection_mean,after_cap_mean,after_calibration_mean,final_mean,delta_projection_mean,delta_projection_radiation_mean,delta_projection_thermal_mean,delta_cap_mean,delta_calibration_mean,total_adjustment_abs_mean,constraint_pressure_score,per_cell_delta_abs,projection_active_rate,cap_active_rate,calibration_active_rate,rule_CL1_active,rule_CL3_active,rule_CL5_active,explainability_status,reject_reason
10,-2.123306611120825,-2.123306611120825,-2.123306611120825,-2.10296790858399,-2.10296790858399,0.0023760292185910953,0.0023760292185910953,0.0,0.0,0.0331764849709248,0.035552514189515896,0.035552514189515896,"[[0.06655816647820051, 0.0282393838105941, 0.003543108791829841], [0.01251004597222305, 0.04076079423092671, 0.020490836072179608], [0.07990396182811454, 0.04076079423092671, 0.02415522020326133], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.02250821878194298]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
11,-2.0699953667678144,-2.0699953667678144,-2.0699953667678144,-2.0565621207771216,-2.0565621207771216,0.006008326875777859,0.006008326875777859,0.0,0.0,0.03273034181854405,0.0387386686943219,0.0387386686943219,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.05864530293866643, 0.04305468164910642, 0.044422050783680334], [0.058645302938666544, 0.0430546816491062, 0.04808643491476117], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.05953190049587853]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
12,-2.100634760431161,-2.100634760431161,-2.100634760431161,-2.082145891433702,-2.082145891433702,0.0027240677053448053,0.0027240677053448053,0.0,0.0,0.0353864230667749,0.038110490772119705,0.038110490772119705,"[[0.034357287235425416, 0.0282393838105941, 0.003543108791829841], [0.023480494677057484, 0.043371082881579426, 0.044422050783680334], [0.09087441053294876, 0.043371082881579204, 0.04808643491476117], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.018054842629800838]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
13,-2.0189296995904256,-2.0189296995904256,-2.0189296995904256,-2.0051945286188366,-2.0051945286188366,0.0,0.0,0.0,0.0,0.034047573872698626,0.034047573872698626,0.034047573872698626,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.023480494677057484, 0.02118011401528941, 0.011905119854218604], [0.09087441053294876, 0.06706126419827618, 0.015569503985299882], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.05500302578242611]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
14,-2.1056676684099234,-2.1056676684099234,-2.1056676684099234,-2.087054012151618,-2.087054012151618,0.00846554118735398,0.00846554118735398,0.0,0.0,0.03572059781965214,0.044186139007006124,0.044186139007006124,"[[0.06655816647820051, 0.0282393838105941, 0.003543108791829841], [0.09718851683310048, 0.02118011401528941, 0.0179637673055959], [0.09718851683310037, 0.06706126419827618, 0.021628151436677623], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.04838391295988842]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
15,-2.082808969273367,-2.082808969273367,-2.082808969273367,-2.067529335246461,-2.067529335246461,0.0,0.0,0.0,0.0,0.033707968984369736,0.033707968984369736,0.033707968984369736,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.030659079523793265, 0.02118011401528941, 0.044422050783680334], [0.03673483633209801, 0.06706126419827618, 0.04808643491476117], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.03183607995268467]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
16,-2.1626169467706253,-2.1626169467706253,-2.1626169467706253,-2.1410885183221606,-2.1410885183221606,0.0,0.0,0.0,0.0,0.03513433396194001,0.03513433396194001,0.03513433396194001,"[[0.06655816647820051, 0.0282393838105941, 0.003543108791829841], [0.023480494677057484, 0.006650984228010692, 0.02647621490917773], [0.09087441053294876, 0.052532134410997466, 0.030140599040258564], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.004662330107485957]]",0.0,0.0,1.0,False,False,False,pass,
17,-2.191633111477251,-2.191633111477251,-2.191633111477251,-2.1732082041558507,-2.1732082041558507,0.0,0.0,0.0,0.0,0.03341378445619087,0.03341378445619087,0.03341378445619087,"[[0.048854510358238346, 0.0282393838105941, 0.003543108791829841], [0.013406654036208332, 0.00020677516079059544, 0.02451739099110073], [0.08080056989209972, 0.046087925343777814, 0.028181775122182007], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.03351149089350258]]",0.0,0.0,1.0,False,False,False,pass,
18,-2.09774738355894,-2.09774738355894,-2.09774738355894,-2.079649606603318,-2.079649606603318,0.003052811407026927,0.003052811407026927,0.0,0.0,0.03514442480889448,0.03819723621592141,0.03819723621592141,"[[0.041210218981761915, 0.0282393838105941, 0.003543108791829841], [0.011879385682841859, 0.045836660644195115, 0.044422050783680334], [0.07927330153873335, 0.04583666064419534, 0.04808643491476117], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.030774155003689074]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
19,-2.072193373586864,-2.072193373586864,-2.072193373586864,-2.057656831817121,-2.057656831817121,0.0,0.0,0.0,0.0,0.03617303916108828,0.03617303916108828,0.03617303916108828,"[[0.027152039184170307, 0.0282393838105941, 0.003543108791829841], [0.023480494677057484, 0.013999356245952832, 0.027884465334410358], [0.09087441053294876, 0.031881793937034386, 0.031548849465491635], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.07013450299429547]]",0.0,0.0,1.0,False,False,False,pass,
20,-2.0893131810064416,-2.0893131810064416,-2.0893131810064416,-2.0719111416493576,-2.0719111416493576,0.005002945865985938,0.005002945865985938,0.0,0.0,0.027868949861606516,0.03287189572759245,0.03287189572759245,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.07121905192284017, 0.02118011401528941, 0.016547447339298582], [0.07121905192284006, 0.06706126419827618, 0.020211831470379416], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.0]]",0.13333333333333333,0.0,0.8666666666666667,True,False,False,pass,
21,-2.1854805407092477,-2.1854805407092477,-2.1854805407092477,-2.1636412902536164,-2.1636412902536164,0.0,0.0,0.0,0.0,0.03602277475273743,0.03602277475273743,0.03602277475273743,"[[0.06655816647820051, 0.0282393838105941, 0.003543108791829841], [0.015584623100194817, 0.02118011401528941, 0.044422050783680334], [0.05180929275569657, 0.06706126419827618, 0.04808643491476117], [0.028702779081280605, 0.12480807837169028, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.0]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
22,-2.1139274228284965,-2.1139274228284965,-2.1139274228284965,-2.101201017004365,-2.101201017004365,0.003957783664564474,0.003957783664564474,0.0,0.0,0.032139701754942754,0.036097485419507226,0.036097485419507226,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.06338033541217913, 0.008653688748727406, 0.03469094905746184], [0.06338033541217913, 0.03722746143425937, 0.03835533318854312], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.07013450299429547]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
23,-2.0994007866939657,-2.0994007866939657,-2.0994007866939657,-2.0819987473368817,-2.0819987473368817,0.0,0.0,0.0,0.0,0.028947426168684124,0.028947426168684124,0.028947426168684124,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.023480494677057484, 0.00588937998552419, 0.016446258995088225], [0.09087441053294876, 0.051770530168511186, 0.02011064312616906], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.0]]",0.0,0.0,0.8666666666666667,False,False,False,pass,
24,-2.0638976317784983,-2.0638976317784983,-2.0638976317784983,-2.0479266091690658,-2.0479266091690658,0.0,0.0,0.0,0.0,0.027357929950306874,0.027357929950306874,0.027357929950306874,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.027592851573372712, 0.013547856468784314, 0.023162286412451216], [0.03980106428251856, 0.03233329371420246, 0.026826670543532938], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.021465251214777936]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
25,-2.0870428312195317,-2.0870428312195317,-2.0870428312195317,-2.071779017475769,-2.071779017475769,0.0,0.0,0.0,0.0,0.03168391754644642,0.03168391754644642,0.03168391754644642,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.014332417860976832, 0.016330223918685327, 0.019640485111312778], [0.08172633371686833, 0.0622113741016721, 0.02330486924239361], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.03207338419982442]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
26,-2.064202623398225,-2.064202623398225,-2.064202623398225,-2.0436506833448322,-2.0436506833448322,0.005633687839709371,0.005633687839709371,0.0,0.0,0.026120313863575256,0.03175400170328462,0.03175400170328462,"[[0.047248510444621916, 0.0282393838105941, 0.003543108791829841], [0.07594961672576589, 0.014697607469979612, 0.000988536147042307], [0.07594961672576594, 0.031183542713007606, 0.0046529202781231405], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.0]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
27,-2.0943305434366155,-2.0943305434366155,-2.0943305434366155,-2.07915698282657,-2.07915698282657,0.0,0.0,0.0,0.0,0.03381404240122953,0.03381404240122953,0.03381404240122953,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.028235684872806033, 0.02118011401528941, 0.044422050783680334], [0.03915823098308513, 0.06706126419827618, 0.04808643491476117], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.033427181205581746]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
28,-2.1000751413499565,-2.1000751413499565,-2.1000751413499565,-2.0823846558976884,-2.0823846558976884,0.006045495840124955,0.006045495840124955,0.0,0.0,0.03247959816800876,0.03852509400813372,0.03852509400813372,"[[0.026564860415345337, 0.0282393838105941, 0.003543108791829841], [0.0790381767288828, 0.0034838581674581093, 0.044422050783680334], [0.07903817672888269, 0.049365008350445105, 0.04808643491476117], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.022238168987587237]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
29,-2.199247314028994,-2.199247314028994,-2.199247314028994,-2.177408063573363,-2.177408063573363,0.004490944592173585,0.004490944592173585,0.0,0.0,0.03189740122950616,0.03638834582167975,0.03638834582167975,"[[0.06655816647820051, 0.0282393838105941, 0.003543108791829841], [0.06737904236924752, 0.02118011401528941, 0.013481749359446127], [0.06737904236924741, 0.06706126419827618, 0.017146133490526516], [0.028702779081280605, 0.12480807837169028, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.0]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
30,-2.1149332512800307,-2.1149332512800307,-2.1149332512800307,-2.095879566403843,-2.095879566403843,0.0016756963898618693,0.0016756963898618693,0.0,0.0,0.02497634585059757,0.026652042240459438,0.026652042240459438,"[[0.025764064885208937, 0.0282393838105941, 0.003543108791829841], [0.017734816185806523, 0.03550829801545752, 0.0026563077800898505], [0.04965909967008475, 0.03550829801545752, 0.006320691911170684], [0.028702779081280605, 0.12480807837168983, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.000989382098653735]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
31,-2.065919061103052,-2.065919061103052,-2.065919061103052,-2.0491689483832345,-2.0491689483832345,0.0011522866649961827,0.0011522866649961827,0.0,0.0,0.028767527830287954,0.029919814495284136,0.029919814495284136,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.04233910791541695, 0.005491337753801284, 0.034086108586397934], [0.04233910791541695, 0.05137248793678806, 0.03775049271747921], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.009778899558998688]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
32,-2.1151852151848214,-2.1151852151848214,-2.1151852151848214,-2.0974766038541532,-2.0974766038541532,0.0014630127491746783,0.0014630127491746783,0.0,0.0,0.029139244731686317,0.030602257480860994,0.030602257480860994,"[[0.004598579603757258, 0.0282393838105941, 0.003543108791829841], [0.044669553546755614, 0.000533432294627767, 0.044422050783680334], [0.044669553546755725, 0.0464145824776141, 0.04808643491476117], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.0]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
33,-2.0720294172322835,-2.0720294172322835,-2.0720294172322835,-2.0586358378461607,-2.0586358378461607,0.00010234888374585082,0.00010234888374585082,0.0,0.0,0.03292584501745604,0.033028193901201895,0.033028193901201895,"[[0.010007603429867618, 0.0282393838105941, 0.003543108791829841], [0.023480494677057484, 0.012102727134319924, 0.002599808693634742], [0.09087441053294876, 0.05798387731730714, 0.002599808693634298], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.07013450299429547]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
34,-2.1351670414621036,-2.1351670414621036,-2.1351670414621036,-2.1176286664885624,-2.1176286664885624,0.0,0.0,0.0,0.0,0.032662125308123825,0.032662125308123825,0.032662125308123825,"[[0.030276843543214305, 0.0282393838105941, 0.003543108791829841], [0.00197762539207913, 0.016559646475333922, 0.044422050783680334], [0.06541629046381203, 0.029321503707653074, 0.04808643491476117], [0.028702779081280605, 0.12480807837168983, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.028231809296361376]]",0.0,0.0,1.0,False,False,False,pass,
35,-2.001788176339015,-2.001788176339015,-2.001788176339015,-1.9890617705148839,-1.9890617705148839,0.0,0.0,0.0,0.0,0.03544989833650184,0.03544989833650184,0.03544989833650184,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.00721240914013449, 0.015276295060021816, 0.03702871921899886], [0.07460632499602576, 0.06115744524300859, 0.040693103350079696], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.07013450299429547]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
36,-2.1448576317775707,-2.1448576317775707,-2.1448576317775707,-2.128480066482746,-2.128480066482746,0.0014235807959977734,0.0014235807959977734,0.0,0.0,0.025128505394960157,0.026552086190957933,0.026552086190957933,"[[0.00949067238779655, 0.0282393838105941, 0.003543108791829841], [0.035032212837651566, 0.02516948251424478, 0.008944885703066063], [0.03503221283765168, 0.025169482514245, 0.008944885703066507], [0.028702779081280605, 0.12480807837168983, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.024857783321684757]]",0.4,0.0,1.0,True,False,False,pass,
37,-2.196314525807843,-2.1963145258078427,-2.1963145258078427,-2.1744752753522123,-2.1744752753522123,0.00772370050624253,0.00772370050624253,0.0,0.0,0.028792850407971013,0.03651655091421355,0.03651655091421355,"[[0.06655816647820051, 0.0282393838105941, 0.003543108791829841], [0.06838950528624377, 0.01137773221322158, 0.0250673985040617], [0.06838950528624366, 0.05725888239620813, 0.025067398504061256], [0.028702779081280605, 0.12480807837169028, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.0]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
38,-2.0454077293342916,-2.0454077293342916,-2.0454077293342916,-2.0317170988195636,-2.0317170988195636,0.0008107733320882253,0.0008107733320882253,0.0,0.0,0.03325239311722691,0.03406316644931513,0.03406316644931513,"[[0.014463370358954453, 0.0282393838105941, 0.003543108791829841], [0.039777757918607326, 0.02118011401528941, 0.014624335079826523], [0.039777757918607326, 0.06706126419827618, 0.018288719210907356], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.07013450299429547]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
39,-2.125116101229485,-2.125116101229485,-2.125116101229485,-2.1074987991441065,-2.1074987991441065,0.009685499678164034,0.009685499678164034,0.0,0.0,0.03059327839496181,0.04027877807312585,0.04027877807312585,"[[0.049254281516405096, 0.0282393838105941, 0.003543108791829841], [0.01768215933569195, 0.09558182267772364, 0.010520214300555608], [0.049711756520199546, 0.09558182267772342, 0.014184598431635997], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.04602534059198948]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
40,-2.050809996057693,-2.050809996057693,-2.050809996057693,-2.0380835902335614,-2.0380835902335614,0.00016755403422864153,0.00016755403422864153,0.0,0.0,0.029481774574967545,0.029649328609196186,0.029649328609196186,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.014067067801992517, 0.02419723034820831, 0.0006894274056552518], [0.0814609836578839, 0.02419723034820831, 0.004353811536736085], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.07013450299429547]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
41,-2.0549674389083945,-2.0549674389083945,-2.0549674389083945,-2.0414766322030196,-2.0414766322030196,0.0022980399001650905,0.0022980399001650905,0.0,0.0,0.029464185707015516,0.0317622256071806,0.0317622256071806,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.05093225717918376, 0.01897034316984869, 0.020357585307335224], [0.05093225717918387, 0.026910807013138083, 0.024021969438416946], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.05866848977563954]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
42,-2.0830740194829094,-2.0830740194829094,-2.0830740194829094,-2.0687074874799576,-2.0687074874799576,0.0058618409168092285,0.0058618409168092285,0.0,0.0,0.030312954792865034,0.03617479570967426,0.03617479570967426,"[[0.0028446906855330023, 0.0282393838105941, 0.003543108791829841], [0.07766076480401485, 0.02118011401528941, 0.009266488482209567], [0.07766076480401474, 0.06706126419827618, 0.012930872613290845], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.048377300997522354]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
43,-2.108946374413208,-2.108946374413208,-2.108946374413208,-2.0953950623358764,-2.0953950623358764,0.005834171938397829,0.005834171938397829,0.0,0.0,0.026689335627414032,0.03252350756581186,0.03252350756581186,"[[0.0, 0.0282393838105941, 0.003543108791829841], [0.07583201610035839, 0.006619537142319665, 0.0034534234311118794], [0.07583201610035839, 0.03926161304066711, 0.0034534234311114353], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.05776090919628807]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
44,-2.076698116533103,-2.076698116533103,-2.076698116533103,-2.063608148360535,-2.063608148360535,0.0,0.0,0.0,0.0,0.03693147695714989,0.03693147695714989,0.03693147695714989,"[[0.00545343522655517, 0.0282393838105941, 0.003543108791829841], [0.023480494677057484, 0.0019192780631573925, 0.044422050783680334], [0.09087441053294876, 0.043961872119829604, 0.04808643491476117], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.07013450299429547]]",0.0,0.0,1.0,False,False,False,pass,
45,-2.072376429746162,-2.072376429746162,-2.072376429746162,-2.0575144887766617,-2.0575144887766617,0.0010787273543925687,0.0010787273543925687,0.0,0.0,0.02985617373105571,0.030934901085448278,0.030934901085448278,"[[0.031204722248290573, 0.0282393838105941, 0.003543108791829841], [0.024721856703751266, 0.031031030249437652, 0.002376280220285132], [0.04267205915214012, 0.03103103024943743, 0.006040664351365965], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.06930619806205307]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
46,-2.1317801683929476,-2.1317801683929476,-2.1317801683929476,-2.114278091648252,-2.114278091648252,0.0008665403985706662,0.0008665403985706662,0.0,0.0,0.031188320346701746,0.03205486074527241,0.03205486074527241,"[[0.01802447248449357, 0.0282393838105941, 0.003543108791829841], [0.023480494677057484, 0.029439628080773383, 0.021868153238332688], [0.09087441053294876, 0.02943962808077316, 0.02553253736941352], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.016523911670330627]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
47,-2.107946873292165,-2.107946873292165,-2.107946873292165,-2.091733072729117,-2.091733072729117,0.010742746835866127,0.010742746835866127,0.0,0.0,0.03413236924313949,0.04487511607900562,0.04487511607900562,"[[0.0523109210837599, 0.0282393838105941, 0.003543108791829841], [0.023480494677057484, 0.06738419379788096, 0.037959174628148684], [0.09087441053294876, 0.06738419379788096, 0.03795917462814913], [0.028702779081280605, 0.12480807837169072, 0.008323773008320767], [0.0031151663520683215, 0.028907385629178606, 0.07013450299429547]]",0.26666666666666666,0.0,1.0,True,False,False,pass,
